579302|6.750615434532831
609144|6.419622303628917
12093990|5.684556686586986
12103598|6.8967434481766885
12199817|6.750615434532831
1227965|6.692623498572334
1254479|5.732391341560559
1275437|6.516532283585409
1286150|6.419622303628917
1347182|6.263275174380707
1366415|6.750615434532831
1373591|6.419622303628917
13966531|5.684556686586986
14128378|6.8967434481766885
14195752|6.750615434532831
14196007|6.692623498572334
14196163|5.732391341560559
14196619|6.516532283585409
14198254|6.419622303628917
14205975|6.263275174380707
